location,year,month,tmax,tmin,tmean
Melbourne,2007,1,27.87,17.12,22.5
Melbourne,2007,2,28.95,18.28,23.62
Melbourne,2007,3,25.75,15.2,20.48
Melbourne,2007,4,22.74,12.31,17.53
Melbourne,2007,5,19.63,12.57,16.1
Melbourne,2007,6,14.06,7.22,10.64
Melbourne,2007,7,13.84,6.89,10.36
Melbourne,2007,8,17.28,8.92,13.1
Melbourne,2007,9,18.84,9.33,14.08
Melbourne,2007,10,21.39,11.56,16.48
Melbourne,2007,11,24.39,14.28,19.33
Melbourne,2007,12,26.75,15.82,21.29
Melbourne,2008,1,27.93,17.62,22.77
Melbourne,2008,2,24.93,15.9,20.42
Melbourne,2008,3,27.09,14.63,20.86
Melbourne,2008,4,20.99,11.18,16.09
Melbourne,2008,5,17.35,9.04,13.19
Melbourne,2008,6,15.81,9.83,12.82
Melbourne,2008,7,14.22,6.79,10.51
Melbourne,2008,8,14.67,7.34,11.0
Melbourne,2008,9,19.39,9.75,14.57
Melbourne,2008,10,22.11,11.56,16.83
Melbourne,2008,11,22.99,12.61,17.8
Melbourne,2008,12,23.25,13.41,18.33
Melbourne,2009,1,28.63,15.72,22.17
Melbourne,2009,2,28.1,16.46,22.28
Melbourne,2009,3,24.35,14.48,19.42
Melbourne,2009,4,21.0,11.61,16.31
Melbourne,2009,5,17.91,9.6,13.75
Melbourne,2009,6,15.55,7.65,11.6
Melbourne,2009,7,15.17,8.15,11.66
Melbourne,2009,8,16.87,9.16,13.02
Melbourne,2009,9,18.57,9.93,14.25
Melbourne,2009,10,19.93,10.62,15.28
Melbourne,2009,11,27.13,15.9,21.52
Melbourne,2009,12,25.95,14.72,20.33
Melbourne,2010,1,27.51,15.94,21.72
Melbourne,2010,2,28.17,18.18,23.17
Melbourne,2010,3,26.2,16.26,21.23
Melbourne,2010,4,22.89,14.45,18.67
Melbourne,2010,5,18.22,9.78,14.0
Melbourne,2010,6,14.65,7.52,11.08
Melbourne,2010,7,14.61,7.25,10.93
Melbourne,2010,8,14.69,7.63,11.16
Melbourne,2010,9,16.53,9.13,12.83
Melbourne,2010,10,20.65,10.92,15.79
Melbourne,2010,11,23.19,13.39,18.29
Melbourne,2010,12,24.78,14.51,19.65
Melbourne,2011,1,26.5,17.0,21.75
Melbourne,2011,2,25.27,16.32,20.8
Melbourne,2011,3,23.47,14.88,19.18
Melbourne,2011,4,21.16,11.7,16.43
Melbourne,2011,5,16.32,9.63,12.97
Melbourne,2011,6,15.8,7.84,11.82
Melbourne,2011,7,14.59,7.73,11.16
Melbourne,2011,8,17.37,9.02,13.2
Melbourne,2011,9,19.4,9.79,14.6
Melbourne,2011,10,20.82,11.4,16.11
Melbourne,2011,11,24.49,14.09,19.29
Melbourne,2011,12,25.11,14.95,20.03
Melbourne,2012,1,27.39,17.28,22.34
Melbourne,2012,2,26.96,16.74,21.85
Melbourne,2012,3,23.65,14.53,19.09
Melbourne,2012,4,21.93,12.07,17.0
Melbourne,2012,5,16.96,10.03,13.49
Melbourne,2012,6,14.44,7.97,11.2
Melbourne,2012,7,14.9,7.67,11.28
Melbourne,2012,8,15.24,8.05,11.65
Melbourne,2012,9,18.56,9.89,14.23
Melbourne,2012,10,20.75,10.77,15.76
Melbourne,2012,11,23.3,13.72,18.51
Melbourne,2012,12,25.7,15.09,20.4
Melbourne,2013,1,,,
Melbourne,2013,2,,,
Melbourne,2013,3,,,
Melbourne,2013,4,,,
Melbourne,2013,5,,,
Melbourne,2013,6,14.85,6.85,10.85
Melbourne,2013,7,15.71,8.19,11.95
Melbourne,2013,8,16.27,9.18,12.72
Melbourne,2013,9,19.48,10.89,15.18
Melbourne,2013,10,19.1,10.93,15.01
Melbourne,2013,11,20.79,12.02,16.4
Melbourne,2013,12,23.7,13.87,18.79
Melbourne,2014,1,27.34,16.53,21.94
Melbourne,2014,2,27.14,16.26,21.7
Melbourne,2014,3,24.43,14.76,19.6
Melbourne,2014,4,20.57,12.92,16.75
Melbourne,2014,5,19.04,11.0,15.02
Melbourne,2014,6,15.41,9.61,12.51
Melbourne,2014,7,14.46,8.37,11.42
Melbourne,2014,8,15.44,7.59,11.51
Melbourne,2014,9,18.53,9.78,14.16
Melbourne,2014,10,21.69,11.02,16.36
Melbourne,2014,11,22.75,12.7,17.72
Melbourne,2014,12,23.93,14.76,19.35
Melbourne,2015,1,25.85,15.89,20.87
Melbourne,2015,2,26.37,16.74,21.56
Melbourne,2015,3,22.72,13.11,17.92
Melbourne,2015,4,19.24,10.56,14.9
Melbourne,2015,5,17.13,9.8,13.47
Melbourne,2015,6,14.43,7.7,11.07
Melbourne,2015,7,13.29,6.8,10.05
Melbourne,2015,8,13.85,7.93,10.89
Melbourne,2015,9,17.26,9.08,13.17
Melbourne,2015,10,24.33,12.35,18.34
Melbourne,2015,11,22.73,12.98,17.85
Melbourne,2015,12,27.45,15.05,21.25
Melbourne,2016,1,25.98,16.67,21.33
Melbourne,2016,2,25.1,16.51,20.8
Melbourne,2016,3,24.86,15.85,20.35
Melbourne,2016,4,22.44,13.02,17.73
Melbourne,2016,5,18.59,11.39,14.99
Melbourne,2016,6,14.22,7.98,11.1
Melbourne,2016,7,14.6,8.24,11.42
Melbourne,2016,8,15.91,8.4,12.16
Melbourne,2016,9,16.71,10.09,13.4
Melbourne,2016,10,19.25,10.03,14.64
Melbourne,2016,11,20.81,11.68,16.24
Melbourne,2016,12,25.51,14.58,20.05
Melbourne,2017,1,26.46,16.4,21.43
Melbourne,2017,2,25.85,14.81,20.33
Melbourne,2017,3,26.86,16.43,21.65
Melbourne,2017,4,20.83,12.27,16.55
Melbourne,2017,5,17.24,9.25,13.25
Melbourne,2017,6,14.93,6.8,10.86
Melbourne,2017,7,14.55,6.64,10.59
Melbourne,2017,8,14.78,7.44,11.11
Melbourne,2017,9,17.77,8.99,13.38
Melbourne,2017,10,20.69,11.05,15.87
Melbourne,2017,11,25.92,14.87,20.39
Melbourne,2017,12,24.97,15.19,20.08
Melbourne,2018,1,27.18,17.33,22.25
Melbourne,2018,2,26.99,16.59,21.79
Melbourne,2018,3,24.93,14.57,19.75
Melbourne,2018,4,21.84,12.35,17.1
Melbourne,2018,5,17.65,10.54,14.09
Melbourne,2018,6,14.25,6.78,10.51
Melbourne,2018,7,14.84,7.83,11.33
Melbourne,2018,8,15.08,7.16,11.12
Melbourne,2018,9,17.23,8.08,12.66
Melbourne,2018,10,21.35,11.21,16.28
Melbourne,2018,11,21.96,12.49,17.23
Melbourne,2018,12,25.73,16.03,20.88
Melbourne,2019,1,28.38,17.48,22.93
Melbourne,2019,2,26.01,15.79,20.9
Melbourne,2019,3,24.76,15.23,20.0
Melbourne,2019,4,22.05,11.97,17.01
Melbourne,2019,5,17.82,10.62,14.22
Melbourne,2019,6,15.47,8.28,11.88
Melbourne,2019,7,15.0,8.22,11.61
Melbourne,2019,8,14.47,7.4,10.94
Melbourne,2019,9,17.76,9.08,13.42
Melbourne,2019,10,21.33,10.72,16.02
Melbourne,2019,11,21.79,11.2,16.5
Melbourne,2019,12,24.55,14.03,19.29
Melbourne,2020,1,26.94,15.09,21.01
Melbourne,2020,2,24.41,15.91,20.16
Melbourne,2020,3,22.93,13.93,18.43
Melbourne,2020,4,19.31,11.64,15.48
Melbourne,2020,5,16.37,8.69,12.53
Melbourne,2020,6,14.85,7.15,11.0
Melbourne,2020,7,13.98,7.06,10.52
Melbourne,2020,8,15.15,7.59,11.37
Melbourne,2020,9,18.08,9.79,13.93
Melbourne,2020,10,19.15,10.9,15.03
Melbourne,2020,11,24.46,14.03,19.24
Melbourne,2020,12,22.87,13.14,18.01
Melbourne,2021,1,25.23,15.44,20.34
Melbourne,2021,2,24.55,14.88,19.71
Melbourne,2021,3,22.03,13.61,17.82
Melbourne,2021,4,20.21,11.86,16.04
Melbourne,2021,5,17.77,8.95,13.36
Melbourne,2021,6,15.34,7.7,11.52
Melbourne,2021,7,14.3,7.63,10.96
Melbourne,2021,8,16.36,8.51,12.44
Melbourne,2021,9,18.22,9.55,13.89
Melbourne,2021,10,19.37,10.16,14.77
Melbourne,2021,11,20.56,11.81,16.18
Melbourne,2021,12,24.28,13.85,19.07
Melbourne,2022,1,29.1,18.34,23.72
Melbourne,2022,2,25.15,15.91,20.53
Melbourne,2022,3,24.35,15.71,20.03
Melbourne,2022,4,21.08,12.85,16.96
Melbourne,2022,5,16.75,9.44,13.1
Melbourne,2022,6,14.06,8.23,11.14
Melbourne,2022,7,14.02,6.21,10.11
Melbourne,2022,8,15.59,8.32,11.95
Melbourne,2022,9,16.57,9.07,12.82
Melbourne,2022,10,19.16,10.65,14.91
Melbourne,2022,11,20.25,11.75,16.0
Melbourne,2022,12,23.86,13.3,18.58
Melbourne,2023,1,26.09,16.62,21.36
Melbourne,2023,2,25.0,15.85,20.42
Melbourne,2023,3,23.01,14.49,18.75
Melbourne,2023,4,20.19,11.93,16.06
Melbourne,2023,5,16.41,9.04,12.73
Melbourne,2023,6,15.19,8.89,12.04
Melbourne,2023,7,15.36,8.66,12.01
Melbourne,2023,8,15.84,8.63,12.23
Melbourne,2023,9,20.11,9.64,14.88
Melbourne,2023,10,19.25,10.44,14.84
Melbourne,2023,11,21.58,13.7,17.64
Melbourne,2023,12,23.79,15.05,19.42
Melbourne,2024,1,25.32,16.54,20.93
Melbourne,2024,2,26.45,15.93,21.19
Melbourne,2024,3,25.07,14.94,20.0
Melbourne,2024,4,19.11,11.3,15.2
Melbourne,2024,5,17.3,8.55,12.93
Melbourne,2024,6,14.23,6.85,10.54
Melbourne,2024,7,13.41,7.12,10.26
Melbourne,2024,8,18.25,9.41,13.83
Melbourne,2024,9,17.77,10.11,13.94
Melbourne,2024,10,20.76,11.37,16.07
Melbourne,2024,11,23.88,13.89,18.88
Melbourne,2024,12,26.49,15.3,20.89
Melbourne,2025,1,27.11,16.43,21.77
Melbourne,2025,2,27.56,16.88,22.22
Melbourne,2025,3,26.11,15.29,20.7
Melbourne,2025,4,23.22,13.65,18.44
Melbourne,2025,5,18.58,9.07,13.83
Melbourne,2025,6,14.43,7.08,10.76
Melbourne,2025,7,14.83,7.21,11.02
Melbourne,2025,8,15.97,6.37,11.17
Melbourne,2025,9,18.35,10.1,14.22
Melbourne,2025,10,20.48,10.67,15.58
Melbourne,2025,11,20.48,11.78,16.13
Melbourne,2025,12,23.88,13.47,18.67
